CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
30665970111666	Orange	Newport-Mesa Unified	Early College High	34	0	1	0	0	1	5	1	0	42	1617
30665973030186	Orange	Newport-Mesa Unified	Monte Vista High	1	0	0	0	0	0	4	0	0	5	1617
30665973031697	Orange	Newport-Mesa Unified	Corona del Mar High	17	0	32	1	1	0	293	2	0	346	1617
30665973031853	Orange	Newport-Mesa Unified	Costa Mesa High	72	1	14	1	1	2	34	2	0	127	1617
30665973032000	Orange	Newport-Mesa Unified	Estancia High	97	2	4	2	3	1	51	2	0	162	1617
30665973034907	Orange	Newport-Mesa Unified	Back Bay High	0	0	0	0	0	0	0	0	0	0	1617
30665973035045	Orange	Newport-Mesa Unified	Newport Harbor High	72	2	6	2	3	3	221	5	0	314	1617
30666210000000	Orange	Orange Unified	District Office	0	0	0	0	0	0	0	0	0	0	1617
30666210000001	Orange	Orange Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
30666210118174	Orange	Orange Unified	OUSD Home Sch	0	0	0	0	0	0	0	0	0	0	1617
30666213030046	Orange	Orange Unified	Canyon High	53	0	89	1	19	5	187	11	9	374	1617
30666213031952	Orange	Orange Unified	El Modena High	94	1	28	0	9	1	74	2	0	209	1617
30666213035409	Orange	Orange Unified	Orange High	87	1	10	1	0	1	8	0	0	108	1617
30666213035748	Orange	Orange Unified	Richland Continuation High	0	0	0	0	0	0	0	0	0	0	1617
30666213038098	Orange	Orange Unified	Villa Park High	75	1	66	2	9	4	157	7	0	321	1617
30666470119404	Orange	Placentia-Yorba Linda Unified	Yorba Linda High	26	0	63	0	7	6	166	7	0	275	1617
30666473030053	Orange	Placentia-Yorba Linda Unified	Esperanza High	45	0	27	0	6	2	135	4	0	219	1617
30666473030483	Orange	Placentia-Yorba Linda Unified	La Entrada High	0	0	1	0	0	0	3	0	0	4	1617
30666473031929	Orange	Placentia-Yorba Linda Unified	El Dorado High	56	0	32	2	6	2	150	5	0	253	1617
30666473031945	Orange	Placentia-Yorba Linda Unified	El Camino Real Continuation High	0	0	0	0	0	0	1	0	0	1	1617
30666473038023	Orange	Placentia-Yorba Linda Unified	Valencia High	131	2	97	0	18	7	71	6	1	333	1617
30666476119556	Orange	Placentia-Yorba Linda Unified	Parkview	1	0	0	0	0	0	4	0	0	5	1617
30666700106567	Orange	Santa Ana Unified	Nova Academy	45	0	1	0	0	0	1	0	0	47	1617
30666700108365	Orange	Santa Ana Unified	Segerstrom High	265	0	37	0	3	5	5	2	0	317	1617
30666700114736	Orange	Santa Ana Unified	Hector G. Godinez	396	0	9	0	0	0	2	0	0	407	1617
30666703030475	Orange	Santa Ana Unified	Cesar E. Chavez High	1	0	0	0	0	0	1	0	0	2	1617
30666703030491	Orange	Santa Ana Unified	Century High	127	0	2	0	0	0	1	0	0	130	1617
30666703030608	Orange	Santa Ana Unified	Middle College High	68	0	2	0	0	0	1	0	0	71	1617
30666703030723	Orange	Santa Ana Unified	OCSA	76	0	62	0	11	3	151	26	1	330	1617
30666703034998	Orange	Santa Ana Unified	Lorin Griset Academy	0	0	0	0	0	0	0	0	0	0	1617
30666703035821	Orange	Santa Ana Unified	Saddleback High	119	0	6	0	1	0	0	0	0	126	1617
30666703036357	Orange	Santa Ana Unified	Santa Ana High	196	0	2	0	0	0	2	0	0	200	1617
30666703036456	Orange	Santa Ana Unified	Valley High	167	0	7	1	0	0	1	0	0	176	1617
30666706115133	Orange	Santa Ana Unified	REACH Academy	0	0	0	0	0	0	0	0	0	0	1617
30736353030061	Orange	Saddleback Valley Unified	El Toro High	79	1	44	0	16	2	182	31	0	355	1617
30736353030079	Orange	Saddleback Valley Unified	Silverado High	0	0	0	0	0	0	0	0	0	0	1617
30736353030244	Orange	Saddleback Valley Unified	Laguna Hills High	55	0	21	0	11	4	109	16	1	217	1617
30736353030392	Orange	Saddleback Valley Unified	Trabuco Hills High	57	1	39	1	15	4	186	25	0	328	1617
30736353030509	Orange	Saddleback Valley Unified	Mira Monte High (Alternative)	0	0	0	0	0	0	2	0	0	2	1617
30736353034956	Orange	Saddleback Valley Unified	Mission Viejo High	64	0	26	1	12	6	211	17	0	337	1617
30736430102871	Orange	Tustin Unified	Arnold O. Beckman High	79	2	194	1	8	4	133	16	3	440	1617
30736433030590	Orange	Tustin Unified	Tustin Connect	0	0	0	0	0	0	1	0	0	1	1617
30736433032109	Orange	Tustin Unified	Foothill High	148	1	42	0	11	4	219	4	0	429	1617
30736433032919	Orange	Tustin Unified	Hillview High (Continuation)	1	0	0	0	0	0	0	0	0	1	1617
30736433037553	Orange	Tustin Unified	Tustin High	231	0	22	6	11	11	32	1	0	314	1617
30736500000001	Orange	Irvine Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
30736503030129	Orange	Irvine Unified	Creekside High	0	0	0	0	0	1	0	0	0	1	1617
30736503030152	Orange	Irvine Unified	Irvine High	20	0	179	1	11	1	66	9	1	288	1617
30736503030285	Orange	Irvine Unified	Woodbridge High	24	1	157	0	14	3	184	13	3	399	1617
30736503030467	Orange	Irvine Unified	Alternative Education-San Joaquin High	0	0	1	0	0	0	1	0	0	2	1617
30736503030657	Orange	Irvine Unified	Northwood High	15	1	238	1	11	3	135	10	3	417	1617
30736503035102	Orange	Irvine Unified	University High	20	1	231	0	17	6	144	23	1	443	1617
30739243033917	Orange	Los Alamitos Unified	Los Alamitos High	147	0	85	3	22	15	303	32	0	607	1617
30768930130765	Orange	SBE - Magnolia Science Academy Santa Ana	Magnolia Science Academy Santa Ana	6	0	1	0	0	0	1	0	0	8	1617
31103140113399	Placer	Placer County Office of Education	Sierra Vista	0	0	0	0	0	0	0	0	0	0	1617
31103140119214	Placer	Placer County Office of Education	CORE Placer Charter	0	0	0	0	0	0	0	0	0	0	1617
31103140126904	Placer	Placer County Office of Education	Placer County Pathways Charter	0	0	0	0	0	0	0	0	0	0	1617
31103143130101	Placer	Placer County Office of Education	Placer County Court Schools	0	0	0	0	0	0	0	0	0	0	1617
31103143130259	Placer	Placer County Office of Education	Placer County Community Schools	0	0	0	0	0	0	0	0	0	0	1617
31668450121418	Placer	Loomis Union Elementary	John Adams Academy	2	0	0	0	0	0	11	1	0	14	1617
31668520127902	Placer	Newcastle Elementary	Squaw Valley Preparatory	0	0	0	0	0	0	0	0	0	0	1617
31668940102293	Placer	Placer Union High	Foresthill High	3	0	0	0	0	0	17	0	1	21	1617
31668943130135	Placer	Placer Union High	Maidu High Independent Study	0	0	0	0	0	0	1	0	0	1	1617
31668943131687	Placer	Placer Union High	Confluence Continuation High	0	0	0	0	0	0	0	0	0	0	1617
31668943131851	Placer	Placer Union High	Colfax High	5	0	0	0	1	0	56	3	0	65	1617
31668943132453	Placer	Placer Union High	Del Oro High	28	2	1	1	4	1	206	20	2	265	1617
31668943135704	Placer	Placer Union High	Placer High	20	1	1	0	1	2	136	11	0	172	1617
31669280116459	Placer	Roseville Joint Union High	Antelope High	51	2	29	5	7	25	133	25	3	280	1617
31669283130119	Placer	Roseville Joint Union High	Independence High (Alternative)	1	0	0	0	0	0	10	1	0	12	1617
31669283130176	Placer	Roseville Joint Union High	Woodcreek High	46	0	25	0	13	6	210	22	2	324	1617
31669283130184	Placer	Roseville Joint Union High	Granite Bay High	47	1	45	0	15	5	245	30	1	389	1617
31669283130309	Placer	Roseville Joint Union High	Adelante High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
31669283135308	Placer	Roseville Joint Union High	Oakmont High	50	1	31	1	25	9	153	15	1	286	1617
31669283136504	Placer	Roseville Joint Union High	Roseville High	52	1	17	2	18	10	182	7	0	289	1617
31669443130010	Placer	Tahoe-Truckee Unified	North Tahoe High	10	1	0	0	1	0	38	1	1	52	1617
31669443130077	Placer	Tahoe-Truckee Unified	Sierra High (Continuation)	1	0	0	0	0	0	0	0	0	1	1617
31669443130192	Placer	Tahoe-Truckee Unified	Cold Stream Alternative	0	0	0	0	0	0	1	0	0	1	1617
31669443138500	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	19	0	0	0	0	0	70	2	0	91	1617
31669510122507	Placer	Western Placer Unified	Partnerships for Student-Centered Learning	3	0	1	0	1	1	10	1	0	17	1617
31669513130036	Placer	Western Placer Unified	Phoenix High (Continuation)	5	0	0	0	1	0	9	0	2	17	1617
31669513130168	Placer	Western Placer Unified	Horizon Charter	1	0	1	0	1	0	9	1	0	13	1617
31669513134657	Placer	Western Placer Unified	Lincoln High	34	1	13	0	9	9	92	0	0	158	1617
31750850000001	Placer	Rocklin Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
31750850108084	Placer	Rocklin Unified	Whitney High	36	0	31	0	18	3	223	29	0	340	1617
31750850119487	Placer	Rocklin Unified	Western Sierra Collegiate Academy	13	0	12	0	4	0	64	9	0	102	1617
31750850128561	Placer	Rocklin Unified	Rocklin Independent Charter Academy	0	0	0	0	0	0	0	0	0	0	1617
31750853130150	Placer	Rocklin Unified	Rocklin High	43	2	20	0	10	3	224	19	0	321	1617
31750853130200	Placer	Rocklin Unified	Victory High	1	0	0	0	0	0	0	0	0	1	1617
32103220100057	Plumas	Plumas County Office of Education	Plumas County Community	0	0	0	0	0	0	0	0	0	0	1617
32669693230042	Plumas	Plumas Unified	Beckwourth (Jim) High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
32669693230083	Plumas	Plumas Unified	Plumas Charter	0	1	0	0	0	0	1	0	0	2	1617
32669693232006	Plumas	Plumas Unified	Chester Junior/Senior High	1	0	0	0	0	0	4	1	0	6	1617
32669693233509	Plumas	Plumas Unified	Greenville Junior/Senior High	0	0	0	0	0	0	3	0	0	3	1617
32669693235603	Plumas	Plumas Unified	Portola Junior/Senior High	2	0	0	0	0	0	8	0	0	10	1617
32669693236007	Plumas	Plumas Unified	Quincy Junior/Senior High	0	1	0	0	0	0	15	0	0	16	1617
33103300110833	Riverside	Riverside County Office of Education	River Springs Charter	15	1	1	0	0	4	30	2	0	53	1617
33103300125237	Riverside	Riverside County Office of Education	Riverside County Education Academy	0	0	0	0	0	0	0	0	0	0	1617
33103300128397	Riverside	Riverside County Office of Education	Come Back Kids	0	0	0	0	0	0	0	0	0	0	1617
33103300128777	Riverside	Riverside County Office of Education	Gateway College and Career Academy	0	0	0	0	0	0	0	0	0	0	1617
33103300134320	Riverside	Riverside County Office of Education	Riverside County Education Academy - Indio	0	0	0	0	0	0	0	0	0	0	1617
33103303330123	Riverside	Riverside County Office of Education	Riverside County Juvenile Court	0	0	0	0	0	0	0	0	0	0	1617
33103303331055	Riverside	Riverside County Office of Education	Riverside County Community	0	0	0	0	0	0	0	0	0	0	1617
33103306069207	Riverside	Riverside County Office of Education	Riverside County Special Education	0	0	0	0	0	0	0	0	0	0	1617
33316253330834	Riverside	California School for the Deaf-Riverside (State Sp	California School for the Deaf-Riverside	0	0	0	0	0	0	0	0	0	0	1617
33669770000001	Riverside	Alvord Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
33669770125732	Riverside	Alvord Unified	Hillcrest High	133	0	27	2	12	13	30	2	0	219	1617
33669770135061	Riverside	Alvord Unified	Alvord Alternative Continuation High	0	0	0	0	0	0	0	0	0	0	1617
33669773330008	Riverside	Alvord Unified	La Sierra High	120	0	15	0	5	5	10	3	0	158	1617
33669773334299	Riverside	Alvord Unified	Norte Vista High	150	1	5	3	2	7	10	0	0	178	1617
33669773337128	Riverside	Alvord Unified	Alvord Continuation High	0	0	0	0	0	0	0	0	0	0	1617
33669853330214	Riverside	Banning Unified	Banning High	60	2	13	0	3	5	10	1	0	94	1617
33669853330222	Riverside	Banning Unified	New Horizon High	0	0	0	0	0	0	0	0	0	0	1617
33669853330974	Riverside	Banning Unified	Banning Independent Study	0	0	0	0	0	0	2	0	0	2	1617
33669930000001	Riverside	Beaumont Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
33669930129882	Riverside	Beaumont Unified	21st Century Learning Institute	1	0	0	0	0	0	1	0	0	2	1617
33669933330479	Riverside	Beaumont Unified	Beaumont Senior High	155	2	20	0	21	15	107	9	0	329	1617
33669933330842	Riverside	Beaumont Unified	Glen View High	0	0	0	0	0	0	2	0	0	2	1617
33670330110106	Riverside	Corona-Norco Unified	Orange Grove High	0	0	0	0	0	0	0	0	0	0	1617
33670330110627	Riverside	Corona-Norco Unified	Eleanor Roosevelt High	221	0	93	1	39	59	78	4	3	498	1617
33670330110759	Riverside	Corona-Norco Unified	John F. Kennedy High	72	0	22	0	9	9	42	5	1	160	1617
33670333330131	Riverside	Corona-Norco Unified	Corona-Norco Alternative	0	0	0	0	0	0	0	0	0	0	1617
33670333330446	Riverside	Corona-Norco Unified	Centennial High	184	0	68	5	17	40	92	7	1	414	1617
33670333330586	Riverside	Corona-Norco Unified	Lee V. Pollard High	1	0	0	0	0	0	0	0	0	1	1617
33670333330602	Riverside	Corona-Norco Unified	Corona Vista High	1	0	0	0	0	0	0	0	0	1	1617
33670333330701	Riverside	Corona-Norco Unified	Santiago High	173	3	60	0	19	33	252	4	2	546	1617
33670333331600	Riverside	Corona-Norco Unified	Corona High	167	2	16	1	5	4	71	1	0	267	1617
33670333334232	Riverside	Corona-Norco Unified	Norco High	97	0	6	2	6	4	118	1	2	236	1617
33670580114504	Riverside	Desert Sands Unified	Summit High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
33670580118885	Riverside	Desert Sands Unified	Shadow Hills High	246	0	4	1	4	8	51	0	1	315	1617
33670583330388	Riverside	Desert Sands Unified	Palm Desert High	88	1	18	0	7	5	139	0	5	263	1617
33670583330669	Riverside	Desert Sands Unified	La Quinta High	173	1	13	0	7	6	89	0	2	291	1617
33670583330909	Riverside	Desert Sands Unified	Horizon	7	0	0	0	1	0	3	0	0	11	1617
33670583331113	Riverside	Desert Sands Unified	Amistad High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
33670583333192	Riverside	Desert Sands Unified	Indio High	157	1	1	0	1	3	6	0	0	169	1617
33670820106716	Riverside	Hemet Unified	Hamilton High	11	0	0	0	0	0	12	1	0	24	1617
33670820113159	Riverside	Hemet Unified	Tahquitz High	84	0	1	0	4	13	35	7	0	144	1617
33670820120675	Riverside	Hemet Unified	Western Center Academy	11	0	1	0	2	1	8	3	0	26	1617
33670820128363	Riverside	Hemet Unified	College Prep High	4	0	0	0	1	1	1	0	0	7	1617
33670820132167	Riverside	Hemet Unified	Aspire Community Day	0	0	0	0	0	1	0	0	0	1	1617
33670823330065	Riverside	Hemet Unified	Alessandro High	0	0	0	0	0	0	0	0	0	0	1617
33670823330503	Riverside	Hemet Unified	Helen Hunt Jackson College Prep High School	0	0	0	0	0	1	1	0	0	2	1617
33670823330537	Riverside	Hemet Unified	West Valley High	102	2	3	1	9	11	30	7	0	165	1617
33670823332673	Riverside	Hemet Unified	Hemet High	105	0	10	1	4	14	102	8	0	244	1617
33670900000001	Riverside	Jurupa Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
33670900114157	Riverside	Jurupa Unified	Patriot High	164	0	5	0	1	8	33	1	0	212	1617
33670900127720	Riverside	Jurupa Unified	Rivercrest Preparatory	1	0	0	0	1	0	1	0	0	3	1617
33670903330412	Riverside	Jurupa Unified	Jurupa Valley High	113	1	1	0	0	2	18	2	1	138	1617
33670903334687	Riverside	Jurupa Unified	Nueva Vista Continuation High	0	0	0	0	0	0	0	0	0	0	1617
33670903337136	Riverside	Jurupa Unified	Rubidoux High	121	0	2	0	1	4	4	0	0	132	1617
33671160109843	Riverside	Menifee Union Elementary	Santa Rosa Academy	38	0	3	2	0	4	38	3	0	88	1617
33671240000001	Riverside	Moreno Valley Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
33671240105940	Riverside	Moreno Valley Unified	Alessandro	0	0	0	0	0	0	0	0	0	0	1617
33671240128868	Riverside	Moreno Valley Unified	Moreno Valley Online Academy	1	0	0	1	0	0	2	0	0	4	1617
33671243330396	Riverside	Moreno Valley Unified	Canyon Springs High	116	2	13	3	13	23	32	0	0	202	1617
33671243330438	Riverside	Moreno Valley Unified	Valley View High	141	2	11	3	8	35	25	0	0	225	1617
33671243330685	Riverside	Moreno Valley Unified	Moreno Valley Community Learning Center	0	0	0	0	0	0	0	0	0	0	1617
33671243330800	Riverside	Moreno Valley Unified	Bayside Community Day	0	0	0	0	0	0	0	0	0	0	1617
33671243331071	Riverside	Moreno Valley Unified	Vista del Lago High	103	0	4	0	9	22	11	0	0	149	1617
33671243333762	Riverside	Moreno Valley Unified	March Mountain High	0	0	0	0	0	0	0	0	0	0	1617
33671243333770	Riverside	Moreno Valley Unified	Moreno Valley High	175	0	4	1	3	16	4	3	0	206	1617
33671570125245	Riverside	Nuview Union	Pivot Charter School Riverside II	0	0	0	0	0	0	0	0	0	0	1617
33671573331014	Riverside	Nuview Union	Nuview Bridge Early College High	0	0	0	0	0	0	0	0	0	0	1617
33671730127316	Riverside	Palm Springs Unified	Rancho Mirage High	101	3	2	0	10	6	31	2	0	155	1617
33671730133090	Riverside	Palm Springs Unified	Desert Learning Academy	0	0	0	0	0	0	0	0	0	0	1617
33671733330578	Riverside	Palm Springs Unified	Cathedral City High	98	0	0	0	4	10	5	0	0	117	1617
33671733330818	Riverside	Palm Springs Unified	Desert Hot Springs High	100	0	3	1	1	9	11	0	0	125	1617
33671733331121	Riverside	Palm Springs Unified	Mt. San Jacinto High	0	0	0	0	0	0	0	0	0	0	1617
33671733335130	Riverside	Palm Springs Unified	Palm Springs High	113	3	8	1	17	19	48	2	0	211	1617
33671813331139	Riverside	Palo Verde Unified	Twin Palms Continuation	0	0	0	0	0	0	0	0	0	0	1617
33671813335759	Riverside	Palo Verde Unified	Palo Verde High	28	0	0	0	1	0	25	0	0	54	1617
33672070000001	Riverside	Perris Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
33672070101170	Riverside	Perris Union High	California Military Institute	90	0	2	0	1	5	5	1	0	104	1617
33672070113191	Riverside	Perris Union High	Heritage High	128	0	3	2	10	12	39	7	0	201	1617
33672073330172	Riverside	Perris Union High	Perris Lake High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
33672073330727	Riverside	Perris Union High	Paloma Valley High	119	0	8	1	18	11	83	11	0	251	1617
33672073335973	Riverside	Perris Union High	Perris High	125	1	0	0	1	8	1	1	0	137	1617
33672150000001	Riverside	Riverside Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
33672150115709	Riverside	Riverside Unified	Riverside Virtual	1	0	1	0	0	1	5	0	1	9	1617
33672150131359	Riverside	Riverside Unified	Riverside STEM Academy	17	0	5	0	1	1	15	0	0	39	1617
33672153330024	Riverside	Riverside Unified	Arlington High	154	1	10	3	5	12	51	3	1	240	1617
33672153330362	Riverside	Riverside Unified	Summit View Independent Study	2	0	0	0	0	1	2	0	0	5	1617
33672153330511	Riverside	Riverside Unified	Opportunity Program	0	0	0	0	0	0	0	0	0	0	1617
33672153330677	Riverside	Riverside Unified	Raincross High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
33672153330859	Riverside	Riverside Unified	Martin Luther King Jr. High	112	0	47	3	19	50	209	6	6	452	1617
33672153334406	Riverside	Riverside Unified	John W. North High	137	0	20	1	6	23	26	3	3	219	1617
33672153336237	Riverside	Riverside Unified	Polytechnic High	145	1	13	0	3	13	108	3	0	286	1617
33672153336492	Riverside	Riverside Unified	Ramona High	184	1	5	1	1	9	28	1	1	231	1617
33672153336955	Riverside	Riverside Unified	Abraham Lincoln Continuation	1	0	0	0	0	0	0	0	0	1	1617
33672490000001	Riverside	San Jacinto Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
33672493331006	Riverside	San Jacinto Unified	Mountain Heights Academy	0	0	0	0	0	0	1	0	0	1	1617
33672493337649	Riverside	San Jacinto Unified	Mountain View High	1	0	0	0	0	0	0	0	0	1	1617
33672493337656	Riverside	San Jacinto Unified	San Jacinto High	144	2	2	1	6	11	25	4	0	195	1617
33672496114748	Riverside	San Jacinto Unified	San Jacinto Valley Academy	30	0	0	0	1	3	15	1	0	50	1617
33736760100255	Riverside	Coachella Valley Unified	Desert Mirage High	134	0	1	0	0	0	2	0	0	137	1617
33736760121673	Riverside	Coachella Valley Unified	NOVA Academy - Coachella	26	0	0	0	0	0	0	0	0	26	1617
33736763330032	Riverside	Coachella Valley Unified	La Familia Continuation High	0	0	0	0	0	0	0	0	0	0	1617
33736763330354	Riverside	Coachella Valley Unified	West Shores High	27	0	0	0	0	0	1	0	0	28	1617
33736763330990	Riverside	Coachella Valley Unified	Coachella Valley High	154	0	1	0	1	0	1	0	0	157	1617
33751760107920	Riverside	Lake Elsinore Unified	Lakeside High	121	0	6	0	3	6	36	10	0	182	1617
33751760116343	Riverside	Lake Elsinore Unified	Keith McCarthy Academy	0	0	0	0	0	0	0	0	0	0	1617
33751763330115	Riverside	Lake Elsinore Unified	Ortega High	0	0	0	0	0	0	0	0	0	0	1617
33751763330487	Riverside	Lake Elsinore Unified	Temescal Canyon High	69	0	8	0	7	6	91	12	0	193	1617
33751763332350	Riverside	Lake Elsinore Unified	Elsinore High	53	1	5	0	8	2	39	19	0	127	1617
33751920105734	Riverside	Temecula Valley Unified	Great Oak High	189	6	46	2	40	20	319	80	0	702	1617
33751923330370	Riverside	Temecula Valley Unified	Temecula Valley High	109	0	7	0	11	8	201	32	1	369	1617
33751923330495	Riverside	Temecula Valley Unified	Rancho Vista High	0	0	0	0	0	0	0	0	0	0	1617
33751923330636	Riverside	Temecula Valley Unified	Susan H. Nelson	3	0	0	0	1	0	14	1	0	19	1617
33751923330743	Riverside	Temecula Valley Unified	Chaparral High	194	3	21	2	40	17	225	50	0	552	1617
33751923330917	Riverside	Temecula Valley Unified	Temecula Preparatory	26	0	3	0	5	5	31	4	0	74	1617
33752000100420	Riverside	Murrieta Valley Unified	Vista Murrieta High	157	1	38	8	31	30	199	35	1	500	1617
33752000102079	Riverside	Murrieta Valley Unified	Murrieta Canyon Academy	2	0	0	0	0	0	7	1	0	10	1617
33752000118794	Riverside	Murrieta Valley Unified	Murrieta Mesa High	93	3	19	1	11	16	122	16	0	281	1617
33752003330529	Riverside	Murrieta Valley Unified	Murrieta Valley High	84	2	17	0	15	11	205	14	0	348	1617
33752420109108	Riverside	Val Verde Unified	Citrus Hill High	258	1	4	0	2	46	18	3	0	332	1617
33752420123190	Riverside	Val Verde Unified	Val Verde Academy	4	0	0	0	0	0	1	0	0	5	1617
33752423330552	Riverside	Val Verde Unified	Rancho Verde High	286	1	12	2	13	89	24	3	0	430	1617
33752423330560	Riverside	Val Verde Unified	Val Verde High	0	0	0	0	0	0	0	0	0	0	1617
33769430132522	Riverside	SBE - Baypoint Preparatory Academy	Baypoint Preparatory Academy	0	0	0	0	0	0	1	0	0	1	1617
34103480106229	Sacramento	Sacramento County Office of Education	Palmiter Special Education	0	0	0	0	0	0	0	0	0	0	1617
34103480106237	Sacramento	Sacramento County Office of Education	Elinor Lincoln Hickey Jr./Sr. High	0	0	0	0	0	0	0	0	0	0	1617
34103480106245	Sacramento	Sacramento County Office of Education	North Area Community	0	0	0	0	0	0	0	0	0	0	1617
34103480106278	Sacramento	Sacramento County Office of Education	El Centro Jr./Sr. High	0	0	0	0	0	0	0	0	0	0	1617
34103480106302	Sacramento	Sacramento County Office of Education	Sacramento County ED Special Education	0	0	0	0	0	0	0	0	0	0	1617
34103480118745	Sacramento	Sacramento County Office of Education	Gerber Jr./Sr. High	0	0	0	0	0	0	0	0	0	0	1617
34322760330027	Sacramento	California Education Authority (CEA) Headquarters	Pine Grove Youth Conservation Camp	0	0	0	0	0	0	0	0	0	0	1617
34322763931250	Sacramento	California Education Authority (CEA) Headquarters	Johanna Boss High	0	0	0	0	0	0	0	0	0	0	1617
34322763990025	Sacramento	California Education Authority (CEA) Headquarters	N.A. Chaderjian High	0	0	0	0	0	0	0	0	0	0	1617
34322765637780	Sacramento	California Education Authority (CEA) Headquarters	Mary B. Perry High	0	0	0	0	0	0	0	0	0	0	1617
34673140000001	Sacramento	Elk Grove Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
34673140105916	Sacramento	Elk Grove Unified	Monterey Trail High	51	1	122	5	27	26	14	12	0	258	1617
34673140108753	Sacramento	Elk Grove Unified	Pleasant Grove High	43	1	100	0	24	22	136	20	0	346	1617
34673140116897	Sacramento	Elk Grove Unified	Cosumnes Oaks High	59	0	62	3	45	39	102	33	0	343	1617
34673143430170	Sacramento	Elk Grove Unified	Valley High	73	0	56	2	10	10	4	4	0	159	1617
34673143430311	Sacramento	Elk Grove Unified	Calvine High	0	0	0	0	0	0	0	0	0	0	1617
34673143430329	Sacramento	Elk Grove Unified	Rio Cazadero High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
34673143430352	Sacramento	Elk Grove Unified	Las Flores High (Alternative)	1	0	0	0	0	0	1	1	0	3	1617
34673143430477	Sacramento	Elk Grove Unified	Florin High	22	0	63	3	5	6	4	1	0	104	1617
34673143430592	Sacramento	Elk Grove Unified	Laguna Creek High	24	0	32	0	11	17	43	9	0	136	1617
34673143430618	Sacramento	Elk Grove Unified	Sheldon High	40	1	81	2	17	12	33	15	0	201	1617
34673143430873	Sacramento	Elk Grove Unified	Franklin High	79	1	116	0	55	38	90	29	0	408	1617
34673143432002	Sacramento	Elk Grove Unified	Daylor (William) High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
34673143432572	Sacramento	Elk Grove Unified	Elk Grove High	22	2	29	6	10	10	100	11	0	190	1617
34673146112254	Sacramento	Elk Grove Unified	Elk Grove Charter	4	0	1	0	0	0	0	0	0	5	1617
34673220127860	Sacramento	Elverta Joint Elementary	Alpha Charter	0	0	0	0	0	0	0	0	0	0	1617
34673300113571	Sacramento	Folsom-Cordova Unified	Vista del Lago High	21	2	37	0	8	3	182	7	0	260	1617
34673303430501	Sacramento	Folsom-Cordova Unified	Walnutwood High (Independent Study)	0	0	0	0	0	0	1	0	0	1	1617
34673303430709	Sacramento	Folsom-Cordova Unified	Folsom Lake High	0	0	0	0	0	0	0	0	0	0	1617
34673303431533	Sacramento	Folsom-Cordova Unified	Cordova High	34	0	16	1	6	10	59	4	0	130	1617
34673303433216	Sacramento	Folsom-Cordova Unified	Folsom High	21	1	63	0	18	8	201	13	0	325	1617
34673303434792	Sacramento	Folsom-Cordova Unified	Kinney High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
34673550000001	Sacramento	Galt Joint Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
34673550119131	Sacramento	Galt Joint Union High	Liberty Ranch High	38	0	1	0	1	2	49	3	2	96	1617
34673553432903	Sacramento	Galt Joint Union High	Estrellita Continuation High	0	0	0	0	0	0	0	0	0	0	1617
34673553433471	Sacramento	Galt Joint Union High	Galt High	30	0	0	0	0	0	16	1	0	47	1617
34674133430469	Sacramento	River Delta Joint Unified	River Delta High/Elementary (Alternative)	0	0	0	0	0	0	0	0	0	0	1617
34674133430550	Sacramento	River Delta Joint Unified	Mokelumne High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
34674134835302	Sacramento	River Delta Joint Unified	Rio Vista High	17	1	2	0	1	0	13	2	0	36	1617
34674135731708	Sacramento	River Delta Joint Unified	Delta High	11	2	0	0	0	0	10	0	0	23	1617
